starttime,tripduration
2020-06-02 08:33:06,1343
2020-06-02 08:34:04,5257
2020-06-02 08:34:12,561
2020-06-02 08:34:33,999
2020-06-02 08:36:37,1745
2020-06-02 08:37:06,709
2020-06-02 08:37:22,672
2020-06-02 08:37:24,389
2020-06-02 08:37:32,553
2020-06-02 08:37:35,853
2020-06-02 08:37:53,839
2020-06-02 08:38:00,656
2020-06-02 08:38:00,558
2020-06-02 08:38:07,1958
2020-06-02 08:38:27,1061
2020-06-02 08:39:30,847
2020-06-02 08:39:43,1368
2020-06-02 08:39:58,1401
2020-06-02 08:40:13,1690
2020-06-02 08:41:10,1659
2020-06-02 08:41:47,610
2020-06-02 08:41:58,913
2020-06-02 08:42:59,910
2020-06-02 08:43:01,612
2020-06-02 08:43:15,664
2020-06-02 08:43:15,1403
2020-06-02 08:43:51,898
2020-06-02 08:44:26,1476
2020-06-02 08:44:31,745
2020-06-02 08:45:21,924
2020-06-02 08:45:27,1310
2020-06-02 08:45:56,158
2020-06-02 08:46:34,310
2020-06-02 08:46:37,1010
2020-06-02 08:46:50,2014
2020-06-02 08:46:58,921
2020-06-02 08:47:24,1291
2020-06-02 08:47:52,1432
2020-06-02 08:48:22,369
2020-06-02 08:48:32,1199
2020-06-02 08:48:47,523
2020-06-02 08:49:48,1158
2020-06-02 08:49:59,1094
2020-06-02 08:50:18,5474
2020-06-02 08:50:21,672
2020-06-02 08:50:22,692
2020-06-02 08:50:51,2088
2020-06-02 08:51:03,429
2020-06-02 08:51:11,1494
2020-06-02 08:51:13,272
2020-06-02 08:51:14,628
2020-06-02 08:53:13,431
2020-06-02 08:54:25,865
2020-06-02 08:54:41,898
2020-06-02 08:54:43,884
2020-06-02 08:55:09,1436
2020-06-02 08:55:09,621
2020-06-02 08:55:33,673
2020-06-02 08:55:47,431
2020-06-02 08:55:54,441
2020-06-02 08:56:09,801
2020-06-02 08:56:23,1678
2020-06-02 08:57:15,2830
2020-06-02 08:57:29,2816
2020-06-02 08:57:34,352
2020-06-02 08:57:36,1155
2020-06-02 08:58:03,964
2020-06-02 08:58:10,578
2020-06-02 08:58:19,389
2020-06-02 08:59:09,406
2020-06-02 08:59:35,680
2020-06-02 08:59:52,863
2020-06-02 08:59:56,304
2020-06-02 09:00:01,845
2020-06-02 09:00:39,2224
2020-06-02 09:00:52,1664
2020-06-02 09:00:59,1548
2020-06-02 09:01:32,1618
2020-06-02 09:02:27,1464
2020-06-02 09:02:40,766
2020-06-02 09:02:56,2410
2020-06-02 09:02:59,508
2020-06-02 09:03:14,397
2020-06-02 09:03:26,906
2020-06-02 09:04:47,256
2020-06-02 09:04:50,574
2020-06-02 09:04:53,2413
2020-06-02 09:05:16,208
2020-06-02 09:05:20,1156
2020-06-02 09:05:50,884
2020-06-02 09:06:17,306
2020-06-02 09:06:20,1054
2020-06-02 09:06:29,724
2020-06-02 09:06:37,2136
2020-06-02 09:06:40,560
2020-06-02 09:06:52,2083
2020-06-02 09:07:52,650
2020-06-02 09:08:22,1440
2020-06-02 09:08:41,1293
2020-06-02 09:09:25,1640
2020-06-02 09:09:52,426
2020-06-02 09:10:11,1361
2020-06-02 09:10:35,1214
2020-06-02 09:10:43,374
2020-06-02 09:10:55,1643
2020-06-02 09:11:01,3148
2020-06-02 09:11:20,1613
2020-06-02 09:11:24,170
2020-06-02 09:11:40,405
2020-06-02 09:12:00,1290
2020-06-02 09:12:28,1748
2020-06-02 09:12:39,183
2020-06-02 09:12:50,1830
2020-06-02 09:13:36,778
2020-06-02 09:14:43,6504
2020-06-02 09:15:02,326
2020-06-02 09:15:44,834
2020-06-02 09:15:56,617
2020-06-02 09:16:52,928
2020-06-02 09:16:57,491
2020-06-02 09:17:05,108
2020-06-02 09:17:21,4227
2020-06-02 09:18:27,566
2020-06-02 09:18:40,2605
2020-06-02 09:18:40,1797
2020-06-02 09:18:50,625
2020-06-02 09:19:52,914
2020-06-02 09:20:15,987
2020-06-02 09:21:01,318
2020-06-02 09:21:21,529
2020-06-02 09:22:00,613
2020-06-02 09:22:33,1988
2020-06-02 09:22:37,656
2020-06-02 09:22:40,569
2020-06-02 09:23:10,360
2020-06-02 09:23:52,235
2020-06-02 09:23:52,296
2020-06-02 09:23:58,1020
2020-06-02 09:24:16,668
2020-06-02 09:24:41,1401
2020-06-02 09:25:06,1971
2020-06-02 09:25:13,385
2020-06-02 09:26:09,424
2020-06-02 09:26:10,670
2020-06-02 09:26:47,678
2020-06-02 09:26:47,778
2020-06-02 09:26:51,1276
2020-06-02 09:26:59,1453
2020-06-02 09:27:16,1247
2020-06-02 09:27:22,1207
2020-06-02 09:28:03,693
2020-06-02 09:28:58,428
2020-06-02 09:29:04,1059
2020-06-02 09:29:28,1055
2020-06-02 09:29:42,1302
2020-06-02 09:30:11,1959
2020-06-02 09:30:52,1535
2020-06-02 09:31:10,484
2020-06-02 09:31:52,1542
2020-06-02 09:32:43,537
2020-06-02 09:33:05,542
2020-06-02 09:33:18,574
2020-06-02 09:33:35,2115
2020-06-02 09:33:52,387
2020-06-02 09:34:23,827
2020-06-02 09:34:40,233
2020-06-02 09:35:37,520
2020-06-02 09:36:08,275
2020-06-02 09:37:23,595
2020-06-02 09:37:45,571
2020-06-02 09:37:57,556
2020-06-02 09:38:19,885
2020-06-02 09:38:41,871
2020-06-02 09:38:42,1048
2020-06-02 09:39:19,2603
2020-06-02 09:39:51,1998
2020-06-02 09:40:44,867
2020-06-02 09:41:02,1027
2020-06-02 09:41:18,959
2020-06-02 09:41:32,3175
2020-06-02 09:41:47,3162
2020-06-02 09:41:57,521
2020-06-02 09:42:11,1473
2020-06-02 09:42:33,1669
2020-06-02 09:42:38,1151
2020-06-02 09:42:45,1148
2020-06-02 09:42:51,2091
2020-06-02 09:42:54,2666
2020-06-02 09:42:56,539
2020-06-02 09:43:17,2401
2020-06-02 09:43:29,1604
2020-06-02 09:43:35,1344
2020-06-02 09:43:40,355
2020-06-02 09:43:47,1563
2020-06-02 09:43:48,1431
2020-06-02 09:44:11,1028
2020-06-02 09:44:50,464
2020-06-02 09:45:08,880
2020-06-02 09:45:33,606
2020-06-02 09:45:37,331
2020-06-02 09:46:32,322
2020-06-02 09:46:43,1763
2020-06-02 09:46:55,1851
2020-06-02 09:46:57,1160
2020-06-02 09:46:58,361
2020-06-02 09:47:03,548
2020-06-02 09:47:24,887
2020-06-02 09:47:54,344
2020-06-02 09:48:47,918
2020-06-02 09:49:05,992
2020-06-02 09:49:40,1240
2020-06-02 09:50:29,2866
2020-06-02 09:50:31,1180
2020-06-02 09:50:58,544
2020-06-02 09:52:00,963
2020-06-02 09:52:12,294
2020-06-02 09:52:37,617
2020-06-02 09:52:44,330
2020-06-02 09:53:41,2007
2020-06-02 09:54:07,449
2020-06-02 09:54:32,649
2020-06-02 09:55:26,4997
2020-06-02 09:56:32,1587
2020-06-02 09:56:34,1652
2020-06-02 09:57:18,299
2020-06-02 09:57:30,1929
2020-06-02 09:58:17,340
2020-06-02 09:59:38,316
2020-06-02 09:59:38,902
2020-06-02 10:00:25,925
2020-06-02 10:01:12,823
2020-06-02 10:01:12,1357
2020-06-02 10:02:07,1364
2020-06-02 10:02:33,917
2020-06-02 10:02:47,265
2020-06-02 10:03:02,655
2020-06-02 10:03:07,597
2020-06-02 10:03:11,3120
2020-06-02 10:03:24,566
2020-06-02 10:03:28,3088
2020-06-02 10:03:29,350
2020-06-02 10:03:39,1383
2020-06-02 10:03:52,6112
2020-06-02 10:04:11,2436
2020-06-02 10:04:36,2160
2020-06-02 10:04:54,892
2020-06-02 10:04:57,1505
2020-06-02 10:05:41,363
2020-06-02 10:05:46,657
2020-06-02 10:06:31,2693
2020-06-02 10:06:40,346
2020-06-02 10:06:48,2702
2020-06-02 10:07:14,1152
2020-06-02 10:07:42,695
2020-06-02 10:07:42,702
2020-06-02 10:08:24,385
2020-06-02 10:09:04,164
2020-06-02 10:09:09,1414
2020-06-02 10:09:14,890
2020-06-02 10:09:39,647
2020-06-02 10:09:55,1288
2020-06-02 10:11:42,2019
2020-06-02 10:12:07,326
2020-06-02 10:12:09,1478
2020-06-02 10:13:02,3129
2020-06-02 10:13:56,1554
2020-06-02 10:14:03,1567
2020-06-02 10:14:06,789
2020-06-02 10:14:25,759
2020-06-02 10:14:44,212
2020-06-02 10:14:56,499
2020-06-02 10:15:29,973
2020-06-02 10:15:41,770
2020-06-02 10:16:08,1158
2020-06-02 10:16:29,672
2020-06-02 10:16:40,65
2020-06-02 10:16:42,485
2020-06-02 10:17:06,998
2020-06-02 10:17:11,1330
2020-06-02 10:17:47,542
2020-06-02 10:18:28,3415
2020-06-02 10:18:29,1081
2020-06-02 10:18:36,2277
2020-06-02 10:19:46,1924
2020-06-02 10:19:56,3160
2020-06-02 10:20:06,661
2020-06-02 10:20:40,1337
2020-06-02 10:20:42,4415
2020-06-02 10:20:47,1135
2020-06-02 10:21:10,1142
2020-06-02 10:21:58,1248
2020-06-02 10:22:10,500
2020-06-02 10:22:15,895
2020-06-02 10:22:20,65
2020-06-02 10:22:32,759
2020-06-02 10:22:40,912
2020-06-02 10:22:41,875
2020-06-02 10:22:58,4238
2020-06-02 10:23:02,527
2020-06-02 10:23:21,770
2020-06-02 10:23:37,1054
2020-06-02 10:24:00,673
2020-06-02 10:24:38,855
2020-06-02 10:24:43,1381
2020-06-02 10:24:47,626
2020-06-02 10:25:32,65
2020-06-02 10:25:56,1610
2020-06-02 10:26:40,448
2020-06-02 10:27:00,4304
2020-06-02 10:27:19,111
2020-06-02 10:27:32,767
2020-06-02 10:28:02,4194
2020-06-02 10:28:45,1002
2020-06-02 10:29:06,67
2020-06-02 10:29:07,1133
2020-06-02 10:30:47,857
2020-06-02 10:30:57,240
2020-06-02 10:31:26,747
2020-06-02 10:31:29,630
2020-06-02 10:31:32,376
2020-06-02 10:31:43,1380
2020-06-02 10:32:00,595
2020-06-02 10:32:09,945
2020-06-02 10:33:35,898
2020-06-02 10:33:54,240
2020-06-02 10:34:54,4251
2020-06-02 10:34:55,3794
2020-06-02 10:34:57,3838
2020-06-02 10:36:02,983
2020-06-02 10:36:13,725
2020-06-02 10:37:03,496
2020-06-02 10:37:36,75
2020-06-02 10:38:22,254
2020-06-02 10:38:51,790
2020-06-02 10:39:25,1148
2020-06-02 10:39:37,1139
2020-06-02 10:39:49,129
2020-06-02 10:41:24,603
2020-06-02 10:42:02,485
2020-06-02 10:42:05,514
2020-06-02 10:42:42,2090
2020-06-02 10:42:47,725
2020-06-02 10:43:34,489
2020-06-02 10:43:36,2128
2020-06-02 10:43:40,1764
2020-06-02 10:43:52,2138
2020-06-02 10:44:02,1500
2020-06-02 10:44:02,110
2020-06-02 10:44:04,518
2020-06-02 10:44:16,204
2020-06-02 10:44:24,334
2020-06-02 10:44:30,242
2020-06-02 10:44:39,2172
2020-06-02 10:44:59,837
2020-06-02 10:45:00,2237
2020-06-02 10:45:21,12150
2020-06-02 10:45:21,585
2020-06-02 10:45:53,2439
2020-06-02 10:46:31,2339
2020-06-02 10:48:39,152
2020-06-02 10:49:04,426
2020-06-02 10:49:22,1643
2020-06-02 10:50:04,1195
2020-06-02 10:50:07,585
2020-06-02 10:50:13,795
2020-06-02 10:50:22,1960
2020-06-02 10:50:35,196
2020-06-02 10:50:44,882
2020-06-02 10:51:18,480
2020-06-02 10:51:31,1319
2020-06-02 10:51:57,1594
2020-06-02 10:52:45,1435
2020-06-02 10:52:49,1425
2020-06-02 10:53:23,1310
2020-06-02 10:53:31,788
2020-06-02 10:53:39,3531
2020-06-02 10:53:41,448
2020-06-02 10:54:20,332
2020-06-02 10:54:34,1155
2020-06-02 10:54:36,619
2020-06-02 10:54:47,637
2020-06-02 10:54:57,2356
2020-06-02 10:55:29,824
2020-06-02 10:56:09,146
2020-06-02 10:57:09,444
2020-06-02 10:57:16,206
2020-06-02 10:57:31,1640
2020-06-02 10:57:31,213
2020-06-02 10:57:39,1252
2020-06-02 10:58:01,1509
2020-06-02 10:58:14,4323
2020-06-02 10:58:39,1359
2020-06-02 10:58:39,278
2020-06-02 10:58:56,144
2020-06-02 10:59:07,774
2020-06-02 10:59:13,723
2020-06-02 10:59:45,820
2020-06-02 10:59:56,1026
2020-06-02 11:00:38,411
2020-06-02 11:00:40,534
2020-06-02 11:00:51,3337
2020-06-02 11:01:01,335
2020-06-02 11:01:09,3319
2020-06-02 11:01:24,368
2020-06-02 11:01:25,5301
2020-06-02 11:01:30,146
2020-06-02 11:01:31,1832
2020-06-02 11:01:59,860
2020-06-02 11:02:15,1096
2020-06-02 11:02:25,1934
2020-06-02 11:02:32,3128
2020-06-02 11:02:57,510
2020-06-02 11:03:01,376
2020-06-02 11:03:40,695
2020-06-02 11:03:45,1026
2020-06-02 11:03:48,580
2020-06-02 11:04:33,206
2020-06-02 11:04:51,805
2020-06-02 11:04:54,5102
2020-06-02 11:05:35,626
2020-06-02 11:05:36,347
2020-06-02 11:05:49,1699
2020-06-02 11:06:10,2596
2020-06-02 11:06:22,391
2020-06-02 11:06:55,630
2020-06-02 11:07:08,1377
2020-06-02 11:07:18,300
2020-06-02 11:07:57,975
2020-06-02 11:08:03,1801
2020-06-02 11:09:06,1798
2020-06-02 11:09:37,600
2020-06-02 11:10:10,1394
2020-06-02 11:10:12,263
2020-06-02 11:10:46,460
2020-06-02 11:11:37,402
2020-06-02 11:11:44,2955
2020-06-02 11:11:53,979
2020-06-02 11:12:00,725
